Client_ID,Industry,Loan_Amount_EUR,Self_Reported_Emissions_Tons,Audited_Emissions_Tons,Azure_Security_Flag,ESG_Risk_Rating,Emissions_Discrepancy_%,Predicted_Fraud_Probability_%
CLI-0647,Retail,41993116.5,11370.16,11588.06,0,14.5,1.92,0.0
CLI-0648,Agriculture,29406262.06,49785.92,51254.66,0,18.0,2.95,0.0
CLI-0649,Logistics,52747823.99,49074.78,47422.7,0,18.2,-3.37,0.0
CLI-0650,Energy,14743238.42,32825.94,31527.06,0,29.6,-3.96,8.0
CLI-0651,Energy,43094427.37,40416.29,38983.6,0,13.6,-3.54,0.0
CLI-0652,Energy,51096340.93,36039.91,37399.07,0,26.0,3.77,8.0
CLI-0653,Retail,56953782.07,30064.75,30149.5,0,16.7,0.28,0.0
CLI-0654,Agriculture,42578641.56,3614.05,3602.22,0,24.6,-0.33,3.0
CLI-0655,Agriculture,32344612.02,23283.45,22367.74,0,18.4,-3.93,6.0
CLI-0656,Logistics,38981598.21,34064.53,54153.53,1,35.2,58.97,99.0
CLI-0657,Logistics,52789774.15,34199.05,35321.41,0,26.7,3.28,14.0
CLI-0658,Energy,36383536.07,19283.01,19526.08,0,26.1,1.26,0.0
CLI-0659,Logistics,6671288.28,47142.91,45140.65,0,27.3,-4.25,5.0
CLI-0660,Retail,56202178.25,9200.49,8843.88,0,11.2,-3.88,0.0
CLI-0661,Agriculture,42923971.31,25517.61,24367.55,0,23.8,-4.51,2.0
CLI-0662,Energy,42208236.22,34853.31,34008.04,0,12.8,-2.43,1.0
CLI-0663,Logistics,16862133.38,35159.65,33878.65,0,18.3,-3.64,0.0
CLI-0664,Retail,41238700.86,32783.31,31996.67,0,21.0,-2.4,1.0
CLI-0665,Retail,26662542.31,14489.12,20734.44,1,32.5,43.1,99.0
CLI-0666,Logistics,40817813.74,8654.12,13554.3,1,33.7,56.62,99.0
CLI-0667,Agriculture,10862616.67,32161.08,32837.59,0,29.9,2.1,16.0
CLI-0668,Logistics,41181491.75,30365.8,29189.13,0,12.7,-3.87,0.0
CLI-0669,Energy,59967754.92,9788.44,10019.37,0,23.5,2.36,9.0
CLI-0670,Logistics,7651662.14,35551.82,34752.26,0,17.9,-2.25,0.0
CLI-0671,Retail,58744580.13,23303.43,23627.6,0,12.7,1.39,0.0
CLI-0672,Logistics,27379937.84,33720.27,33183.99,0,13.2,-1.59,0.0
CLI-0673,Agriculture,52891439.77,42030.99,44122.76,0,29.0,4.98,6.0
CLI-0674,Manufacturing,48031201.62,9316.69,9096.4,0,27.6,-2.36,0.0
CLI-0675,Logistics,36185894.35,1938.1,1895.29,0,28.1,-2.21,9.0
CLI-0676,Agriculture,45614706.51,39176.03,68887.26,1,35.1,75.84,100.0
CLI-0677,Agriculture,53318355.87,30875.17,49956.44,1,26.4,61.8,61.0
CLI-0678,Retail,27227717.69,35282.34,36469.16,0,17.1,3.36,6.0
CLI-0679,Agriculture,22986823.89,42069.59,44065.54,0,23.4,4.74,4.0
CLI-0680,Agriculture,41717636.21,40337.74,72017.43,1,25.3,78.54,68.0
CLI-0681,Agriculture,49431526.81,48085.09,49632.66,0,18.4,3.22,0.0
CLI-0682,Agriculture,46925682.41,27260.82,27659.67,0,17.2,1.46,1.0
CLI-0683,Energy,48879750.69,24936.29,25303.71,0,21.9,1.47,2.0
CLI-0684,Energy,28957082.31,20692.47,19923.43,0,21.5,-3.72,0.0
CLI-0685,Retail,49980881.89,8530.86,8658.98,0,13.2,1.5,2.0
CLI-0686,Logistics,11611498.05,29057.75,51998.54,1,33.6,78.95,94.0
CLI-0687,Agriculture,34946900.39,14573.61,21328.16,1,26.5,46.35,68.0
CLI-0688,Logistics,5316726.33,46144.07,45508.64,0,21.4,-1.38,5.0
CLI-0689,Logistics,22852220.64,29576.35,30541.69,0,14.2,3.26,0.0
CLI-0690,Retail,25155384.42,30049.17,48706.68,1,34.4,62.09,99.0
CLI-0691,Agriculture,26789498.04,18391.31,17573.08,0,10.5,-4.45,3.0
CLI-0692,Agriculture,43250696.37,3547.48,5165.62,1,26.8,45.61,68.0
CLI-0693,Manufacturing,26370695.57,2555.44,2664.95,0,25.6,4.29,12.0
CLI-0694,Logistics,29678149.24,21743.42,22050.19,0,21.3,1.41,1.0
CLI-0695,Logistics,18064927.2,5143.7,5046.82,0,15.2,-1.88,0.0
CLI-0696,Energy,25528848.54,30735.5,30813.32,0,23.9,0.25,4.0
CLI-0697,Manufacturing,17499829.5,44167.68,42251.05,0,21.3,-4.34,0.0
CLI-0698,Energy,9025775.81,44262.83,46354.55,0,25.9,4.73,1.0
CLI-0699,Energy,38189672.64,33293.23,32827.32,0,24.7,-1.4,7.0
CLI-0700,Energy,41751703.92,11350.36,11325.24,0,22.2,-0.22,3.0
CLI-0701,Retail,39071969.03,43286.84,42660.41,0,19.8,-1.45,0.0
CLI-0702,Retail,30492172.41,44418.58,71492.02,1,24.3,60.95,58.0
CLI-0703,Energy,25888217.91,10636.03,17328.15,1,22.9,62.92,63.0
CLI-0704,Manufacturing,52483350.73,37133.88,36449.39,0,18.4,-1.84,0.0
CLI-0705,Logistics,33549498.18,15039.46,14475.86,0,22.0,-3.75,4.0
CLI-0706,Manufacturing,31355003.27,40329.38,40956.54,0,20.3,1.56,5.0
CLI-0707,Agriculture,6410313.62,49864.66,47569.87,0,15.8,-4.6,0.0
CLI-0708,Retail,23768630.52,2471.27,3851.74,1,23.8,55.86,73.0
CLI-0709,Logistics,25910759.03,44970.93,46728.54,0,19.9,3.91,1.0
CLI-0710,Logistics,26935252.95,31508.9,31348.32,0,15.7,-0.51,2.0
CLI-0711,Agriculture,36909480.31,48695.75,71854.58,1,30.5,47.56,95.0
CLI-0712,Agriculture,34348140.07,23785.47,24191.64,0,10.5,1.71,1.0
CLI-0713,Energy,38434780.1,42522.01,43888.07,0,21.7,3.21,1.0
CLI-0714,Retail,47068579.38,4057.31,5464.36,1,38.0,34.68,97.0
CLI-0715,Retail,49714215.63,17428.67,18019.22,0,13.5,3.39,1.0
CLI-0716,Manufacturing,44496769.19,4283.81,7395.02,1,26.9,72.63,63.0
CLI-0717,Energy,57553803.28,48791.81,49038.55,0,11.8,0.51,0.0
CLI-0718,Energy,6002792.05,41031.72,39769.97,0,22.5,-3.08,1.0
CLI-0719,Energy,15767789.21,42774.82,41071.86,0,21.0,-3.98,0.0
CLI-0720,Energy,5415958.12,46960.3,82024.26,1,31.4,74.67,85.0
CLI-0721,Retail,40611109.28,5170.07,5304.51,0,20.4,2.6,1.0
CLI-0722,Retail,54391680.19,19894.28,18996.58,0,27.9,-4.51,6.0
CLI-0723,Energy,18391526.31,4480.71,4634.72,0,13.9,3.44,0.0
CLI-0724,Manufacturing,55986899.96,11328.86,11258.67,0,10.5,-0.62,0.0
CLI-0725,Logistics,8314706.47,12238.92,12046.03,0,27.2,-1.58,0.0
CLI-0726,Logistics,56393981.47,23986.25,24097.73,0,21.5,0.46,3.0
CLI-0727,Manufacturing,24339247.8,14159.55,13580.92,0,27.8,-4.09,4.0
CLI-0728,Energy,10578145.56,5947.93,6100.58,0,21.9,2.57,0.0
CLI-0729,Retail,31722946.76,9207.06,9282.96,0,26.2,0.82,2.0
CLI-0730,Logistics,19122711.22,8216.5,7958.99,0,18.6,-3.13,0.0
CLI-0731,Agriculture,20668009.61,48680.76,47163.05,0,25.0,-3.12,10.0
CLI-0732,Agriculture,21900948.07,38205.33,50069.96,1,33.8,31.05,97.0
CLI-0733,Manufacturing,49166424.38,48420.31,48845.43,0,21.4,0.88,0.0
CLI-0734,Energy,34653870.22,22547.28,38425.28,1,18.8,70.42,73.0
CLI-0735,Logistics,22121923.45,14640.06,13979.8,0,15.4,-4.51,0.0
CLI-0736,Energy,38568358.08,40116.37,40408.3,0,14.0,0.73,0.0
CLI-0737,Logistics,44388287.08,16986.44,17529.15,0,14.9,3.19,0.0
CLI-0738,Manufacturing,19994320.04,15669.79,15398.29,0,16.1,-1.73,0.0
CLI-0739,Manufacturing,27745200.58,12392.79,12206.42,0,21.1,-1.5,0.0
CLI-0740,Agriculture,11703735.13,7354.27,7425.13,0,21.8,0.96,3.0
CLI-0741,Energy,14963214.22,13566.69,13260.37,0,18.5,-2.26,0.0
CLI-0742,Agriculture,42461481.97,18410.67,17539.12,0,22.3,-4.73,12.0
CLI-0743,Energy,14979109.12,34025.72,34826.1,0,11.6,2.35,0.0
CLI-0744,Agriculture,33883986.1,4065.68,4116.77,0,11.8,1.26,1.0
CLI-0745,Retail,43997544.39,11314.84,11406.21,0,13.4,0.81,0.0
CLI-0746,Retail,10878230.77,40642.16,41624.42,0,20.4,2.42,0.0
CLI-0747,Retail,36202172.08,8199.17,8342.84,0,14.3,1.75,0.0
CLI-0748,Retail,19110953.1,17789.61,17266.39,0,15.7,-2.94,0.0
CLI-0749,Logistics,57960978.14,43368.29,42728.53,0,18.0,-1.48,4.0
CLI-0750,Retail,31595010.57,8591.34,8270.12,0,26.2,-3.74,2.0
CLI-0751,Manufacturing,49329590.24,5054.1,4867.03,0,10.3,-3.7,0.0
CLI-0752,Manufacturing,35262459.82,24742.36,25178.31,0,23.0,1.76,1.0
CLI-0753,Logistics,7387689.31,15818.56,16385.81,0,23.4,3.59,0.0
CLI-0754,Retail,39823325.66,28607.01,29930.75,0,26.0,4.63,0.0
CLI-0755,Retail,57327183.82,40386.44,40904.79,0,28.7,1.28,12.0
CLI-0756,Retail,38088650.11,7720.28,7476.4,0,10.4,-3.16,0.0
CLI-0757,Agriculture,50055387.27,29454.26,28292.73,0,13.1,-3.94,1.0
CLI-0758,Energy,53631355.48,25769.93,43492.18,1,38.5,68.77,99.0
CLI-0759,Agriculture,17544387.46,8059.86,8155.2,0,19.2,1.18,0.0
CLI-0760,Energy,16662466.19,31575.93,52696.35,1,33.3,66.89,99.0
CLI-0761,Retail,38603954.39,14408.38,14890.28,0,23.3,3.34,1.0
CLI-0762,Retail,27606565.84,24903.88,23798.68,0,23.6,-4.44,1.0
CLI-0763,Agriculture,51192371.66,5031.34,5155.88,0,28.6,2.48,1.0
CLI-0764,Agriculture,54501271.79,23519.62,24344.81,0,29.9,3.51,14.0
CLI-0765,Energy,24438175.86,16016.71,15674.17,0,24.4,-2.14,4.0
CLI-0766,Manufacturing,18027880.74,41296.68,41876.68,0,15.7,1.4,0.0
CLI-0767,Energy,47928903.34,3791.96,3721.49,0,27.6,-1.86,1.0
CLI-0768,Agriculture,20114331.96,21511.76,22496.94,0,11.0,4.58,2.0
CLI-0769,Agriculture,50243787.52,23463.14,22368.41,0,14.6,-4.67,0.0
CLI-0770,Logistics,28305603.95,36525.3,36816.75,0,27.9,0.8,12.0
CLI-0771,Agriculture,41715244.46,29140.09,28168.28,0,15.1,-3.33,2.0
CLI-0772,Logistics,10254442.26,33693.4,34408.44,0,14.4,2.12,0.0
CLI-0773,Manufacturing,39312262.86,39075.41,37808.94,0,12.8,-3.24,2.0
CLI-0774,Energy,29847222.33,43247.95,58005.45,1,37.1,34.12,100.0
CLI-0775,Energy,37263465.47,16379.9,17059.4,0,20.0,4.15,1.0
CLI-0776,Logistics,14240781.43,27363.11,36311.63,1,29.9,32.7,78.0
CLI-0777,Energy,45528055.97,42165.3,43257.28,0,14.8,2.59,1.0
CLI-0778,Agriculture,52453839.26,49483.11,49486.18,0,25.2,0.01,3.0
CLI-0779,Retail,16920689.0,44586.45,46422.45,0,25.2,4.12,7.0
CLI-0780,Logistics,10264300.55,19201.9,18523.33,0,16.3,-3.53,0.0
CLI-0781,Energy,6300122.23,10563.16,16769.62,1,25.5,58.76,68.0
CLI-0782,Logistics,40308432.52,24980.23,24122.81,0,14.2,-3.43,0.0
CLI-0783,Logistics,38390171.98,37340.43,38025.36,0,29.5,1.83,0.0
CLI-0784,Retail,35068357.7,25135.88,25371.36,0,22.9,0.94,3.0
CLI-0785,Agriculture,17757090.29,24675.86,25304.67,0,28.7,2.55,17.0
CLI-0786,Logistics,26499829.77,42073.29,58300.01,1,25.5,38.57,80.0
CLI-0787,Energy,37696198.44,18708.79,18531.94,0,25.6,-0.95,0.0
CLI-0788,Manufacturing,32322177.24,43129.94,45217.81,0,25.3,4.84,6.0
CLI-0789,Logistics,59328203.61,20933.44,20498.55,0,23.8,-2.08,1.0
CLI-0790,Logistics,12504186.39,17083.42,16732.9,0,29.3,-2.05,7.0
CLI-0791,Retail,43232950.47,23245.51,22907.4,0,17.9,-1.45,0.0
CLI-0792,Agriculture,27237532.25,38359.9,38607.68,0,12.6,0.65,0.0
CLI-0793,Manufacturing,28550978.82,7174.1,6996.41,0,23.4,-2.48,2.0
CLI-0794,Energy,44467877.11,10624.54,11065.77,0,24.6,4.15,5.0
CLI-0795,Manufacturing,43083988.32,47620.8,46504.98,0,21.5,-2.34,2.0
CLI-0796,Energy,59519079.65,9599.09,9979.04,0,14.1,3.96,0.0
CLI-0797,Agriculture,12061685.92,28818.64,27675.91,0,20.1,-3.97,4.0
CLI-0798,Energy,10726030.72,29386.41,29846.49,0,16.2,1.57,1.0
CLI-0799,Retail,44838634.94,24991.6,26008.72,0,18.5,4.07,1.0
CLI-0800,Retail,36811280.44,32592.52,31512.89,0,22.9,-3.31,2.0
CLI-0801,Retail,20078836.66,12261.51,12835.75,0,24.9,4.68,2.0
CLI-0802,Retail,9368065.29,28080.45,27948.14,0,14.6,-0.47,0.0
CLI-0803,Manufacturing,9711203.73,19236.49,20093.89,0,18.1,4.46,0.0
CLI-0804,Agriculture,54180498.11,33421.7,34012.66,0,15.4,1.77,5.0
CLI-0805,Energy,15552702.86,7919.95,7762.81,0,14.0,-1.98,0.0
CLI-0806,Energy,22785435.92,28972.99,28069.91,0,25.7,-3.12,3.0
CLI-0807,Retail,17466102.12,10078.25,9880.45,0,28.2,-1.96,5.0
CLI-0808,Retail,24524796.82,14653.51,14057.14,0,17.4,-4.07,3.0
CLI-0809,Logistics,8818311.35,11716.78,11299.51,0,25.0,-3.56,1.0
CLI-0810,Agriculture,33548288.5,9959.05,9565.33,0,27.9,-3.95,3.0
CLI-0811,Manufacturing,8718691.0,41459.84,41140.37,0,26.9,-0.77,2.0
CLI-0812,Energy,49019607.93,14999.67,15443.03,0,13.7,2.96,1.0
CLI-0813,Logistics,17854164.51,46429.07,44764.05,0,29.1,-3.59,4.0
CLI-0814,Logistics,34700655.3,48526.4,46732.48,0,17.5,-3.7,0.0
CLI-0815,Energy,53404349.82,28991.76,29407.59,0,16.8,1.43,0.0
CLI-0816,Manufacturing,40798255.3,8007.06,7764.59,0,11.2,-3.03,0.0
CLI-0817,Logistics,34312678.26,19352.86,18574.12,0,19.7,-4.02,1.0
CLI-0818,Logistics,22838356.42,40088.88,38753.31,0,12.2,-3.33,0.0
CLI-0819,Agriculture,23315105.22,19002.15,19807.33,0,15.0,4.24,0.0
CLI-0820,Manufacturing,41821782.54,5263.84,5433.06,0,16.3,3.21,1.0
CLI-0821,Logistics,59677664.87,28282.46,27869.72,0,26.2,-1.46,2.0
CLI-0822,Manufacturing,41401155.44,42410.92,43071.77,0,27.5,1.56,3.0
CLI-0823,Energy,35678087.96,40000.39,40149.49,0,16.0,0.37,2.0
CLI-0824,Retail,45185778.06,9581.03,9750.73,0,27.2,1.77,5.0
CLI-0825,Logistics,30586308.68,33965.47,34585.92,0,27.1,1.83,5.0
CLI-0826,Agriculture,8307828.84,11804.71,18618.87,1,33.0,57.72,98.0
CLI-0827,Energy,35926324.87,11692.17,11153.17,0,12.9,-4.61,0.0
CLI-0828,Manufacturing,57669390.65,43829.52,64575.79,1,37.7,47.33,95.0
CLI-0829,Energy,14641661.83,13233.78,13325.75,0,28.9,0.69,4.0
CLI-0830,Logistics,42950269.0,13899.12,23620.65,1,38.6,69.94,100.0
CLI-0831,Manufacturing,16051352.88,1032.02,997.3,0,16.6,-3.36,5.0
CLI-0832,Retail,34470522.65,43662.78,44500.13,0,20.0,1.92,3.0
CLI-0833,Energy,10317204.73,39837.15,40531.49,0,22.9,1.74,2.0
CLI-0834,Logistics,29770401.49,31739.12,33262.46,0,20.2,4.8,2.0
CLI-0835,Agriculture,46588983.09,37763.02,39596.8,0,12.4,4.86,0.0
CLI-0836,Manufacturing,24116433.83,8450.38,8608.13,0,16.2,1.87,0.0
CLI-0837,Energy,41570144.85,23457.86,22856.44,0,26.0,-2.56,1.0
CLI-0838,Energy,48749747.84,18209.75,18753.41,0,27.2,2.99,6.0
CLI-0839,Retail,55994780.07,5595.05,5375.18,0,12.7,-3.93,0.0
CLI-0840,Retail,17905314.5,24820.39,25517.1,0,29.0,2.81,16.0
CLI-0841,Agriculture,26962375.37,46116.24,80524.38,1,25.4,74.61,83.0
CLI-0842,Agriculture,13382880.73,2962.9,3001.61,0,23.2,1.31,0.0
CLI-0843,Logistics,59586592.62,15281.58,22281.85,1,34.4,45.81,99.0
CLI-0844,Logistics,55985053.24,11169.51,10957.7,0,26.2,-1.9,3.0
CLI-0845,Agriculture,34697642.17,12669.19,13001.29,0,28.9,2.62,5.0
CLI-0846,Agriculture,51311831.19,45513.29,47498.47,0,16.3,4.36,0.0
CLI-0847,Manufacturing,33652688.75,23935.38,24990.33,0,27.2,4.41,6.0
CLI-0848,Retail,39297212.84,23848.67,23073.07,0,12.6,-3.25,1.0
CLI-0849,Logistics,9901843.77,38268.21,39702.29,0,24.1,3.75,4.0
CLI-0850,Retail,46539873.13,8570.12,8773.6,0,24.8,2.37,2.0
CLI-0851,Retail,12024241.6,24876.0,33624.95,1,29.2,35.17,74.0
CLI-0852,Agriculture,50433719.66,22069.28,21557.27,0,15.0,-2.32,0.0
CLI-0853,Manufacturing,48011544.82,30248.62,31495.49,0,27.5,4.12,4.0
CLI-0854,Energy,43980958.38,49978.33,50643.93,0,13.4,1.33,0.0
CLI-0855,Manufacturing,6988820.93,38703.0,39558.55,0,11.1,2.21,0.0
CLI-0856,Manufacturing,21672059.58,20495.42,19997.69,0,24.3,-2.43,6.0
CLI-0857,Retail,19471191.35,41550.1,42461.66,0,19.5,2.19,0.0
CLI-0858,Manufacturing,24807502.41,9364.71,8922.81,0,27.0,-4.72,6.0
CLI-0859,Logistics,9820351.07,2492.72,2461.64,0,17.7,-1.25,5.0
CLI-0860,Retail,56532680.27,11017.97,11157.63,0,13.4,1.27,0.0
CLI-0861,Logistics,35459123.24,17680.17,17054.46,0,26.7,-3.54,5.0
CLI-0862,Energy,21803837.09,26018.46,44070.12,1,28.3,69.38,75.0
CLI-0863,Retail,26833983.44,31141.33,31615.55,0,13.8,1.52,1.0
CLI-0864,Energy,29596139.73,45619.68,45187.19,0,24.4,-0.95,22.0
CLI-0865,Retail,38032688.33,25982.85,26232.4,0,20.2,0.96,5.0
CLI-0866,Agriculture,33362368.52,25562.51,32323.04,1,27.3,26.45,66.0
CLI-0867,Manufacturing,55566558.53,3461.91,3603.7,0,19.2,4.1,1.0
CLI-0868,Agriculture,32332991.56,2710.67,2648.22,0,26.6,-2.3,2.0
CLI-0869,Energy,59568690.82,28006.84,28902.15,0,26.6,3.2,6.0
CLI-0870,Manufacturing,51828372.68,22470.75,23592.83,0,24.2,4.99,8.0
CLI-0871,Retail,16468078.29,42119.84,40904.39,0,12.1,-2.89,0.0
CLI-0872,Manufacturing,56182736.81,8873.3,8664.93,0,26.8,-2.35,11.0
CLI-0873,Logistics,11400151.88,2223.61,2259.82,0,23.4,1.63,8.0
CLI-0874,Manufacturing,49959733.97,23002.9,24073.57,0,23.9,4.65,0.0
CLI-0875,Logistics,25934281.14,12636.45,13161.89,0,17.3,4.16,6.0
CLI-0876,Manufacturing,53288587.62,3431.1,3432.09,0,27.6,0.03,8.0
CLI-0877,Logistics,52743117.96,36505.32,37582.63,0,24.5,2.95,4.0
CLI-0878,Energy,49325897.01,6468.06,6232.46,0,12.3,-3.64,0.0
CLI-0879,Agriculture,48451674.0,30807.66,55036.74,1,32.8,78.65,99.0
CLI-0880,Retail,21757352.65,14771.44,14274.72,0,27.7,-3.36,14.0
CLI-0881,Manufacturing,9450560.57,9501.31,9310.74,0,10.9,-2.01,0.0
CLI-0882,Agriculture,27163909.83,19607.82,18823.81,0,29.2,-4.0,6.0
CLI-0883,Retail,14543848.32,40270.84,39351.53,0,23.6,-2.28,1.0
CLI-0884,Retail,43222309.89,20212.59,20851.22,0,22.6,3.16,1.0
CLI-0885,Logistics,24035484.96,37787.71,37327.89,0,15.4,-1.22,1.0
CLI-0886,Energy,58658561.05,7148.83,6854.58,0,15.0,-4.12,0.0
CLI-0887,Energy,40253464.25,38865.8,38252.6,0,28.8,-1.58,3.0
CLI-0888,Agriculture,50236431.0,12609.73,13216.74,0,16.0,4.81,0.0
CLI-0889,Energy,12288857.0,34192.26,34635.68,0,25.5,1.3,4.0
CLI-0890,Manufacturing,52410796.52,28723.3,28482.49,0,17.9,-0.84,2.0
CLI-0891,Energy,55751645.48,46528.09,44976.56,0,12.8,-3.33,0.0
CLI-0892,Agriculture,31788405.54,19978.8,20950.12,0,10.2,4.86,0.0
CLI-0893,Energy,38343911.58,4242.09,4378.2,0,20.9,3.21,1.0
CLI-0894,Manufacturing,47064539.05,1938.62,1896.26,0,29.5,-2.19,11.0
CLI-0895,Logistics,14616124.5,41516.07,39731.16,0,17.4,-4.3,1.0
CLI-0896,Agriculture,32641134.21,26712.05,25527.71,0,17.1,-4.43,3.0
CLI-0897,Logistics,26926466.53,38986.96,37506.93,0,16.9,-3.8,2.0
CLI-0898,Logistics,13050569.57,12486.85,12587.7,0,20.4,0.81,0.0
CLI-0899,Logistics,25214393.23,17909.1,31470.91,1,28.8,75.73,66.0
CLI-0900,Retail,8749477.02,2475.09,2559.97,0,27.6,3.43,4.0
CLI-0901,Retail,6419654.88,48113.12,47852.76,0,20.1,-0.54,0.0
CLI-0902,Logistics,12434145.9,33725.53,34428.99,0,20.2,2.09,1.0
CLI-0903,Agriculture,57971331.14,46727.05,47810.52,0,12.8,2.32,0.0
CLI-0904,Manufacturing,35224124.47,14009.32,13552.57,0,29.7,-3.26,7.0
CLI-0905,Manufacturing,58120218.86,30961.72,30532.02,0,15.0,-1.39,3.0
CLI-0906,Energy,28787383.31,34246.5,54191.02,1,17.2,58.24,70.0
CLI-0907,Agriculture,22149887.32,16559.94,16330.65,0,23.3,-1.38,0.0
CLI-0908,Retail,32837802.46,42557.35,42705.45,0,21.9,0.35,0.0
CLI-0909,Logistics,29173142.87,47410.91,49763.56,0,18.3,4.96,0.0
CLI-0910,Energy,10811557.63,44357.9,44244.94,0,18.4,-0.25,0.0
CLI-0911,Manufacturing,40245447.31,37214.28,38390.46,0,25.7,3.16,3.0
CLI-0912,Retail,16882100.04,14595.77,14496.62,0,13.9,-0.68,1.0
CLI-0913,Retail,39077337.52,14799.19,15237.82,0,26.4,2.96,7.0
CLI-0914,Logistics,40761060.08,48204.66,48664.6,0,23.0,0.95,3.0
CLI-0915,Manufacturing,13361366.92,1503.94,1562.08,0,18.4,3.87,2.0
CLI-0916,Agriculture,8374229.49,36086.45,35765.07,0,19.2,-0.89,1.0
CLI-0917,Retail,47941887.23,35606.06,35977.45,0,15.1,1.04,1.0
CLI-0918,Logistics,30289023.31,31511.79,31921.5,0,25.0,1.3,11.0
CLI-0919,Agriculture,8199008.75,49515.33,49106.25,0,20.3,-0.83,0.0
CLI-0920,Manufacturing,59717647.44,16282.09,15702.96,0,16.4,-3.56,1.0
CLI-0921,Retail,8177930.85,17658.62,16940.9,0,21.9,-4.06,1.0
CLI-0922,Agriculture,43226937.59,4868.03,5890.33,1,43.7,21.0,99.0
CLI-0923,Agriculture,59102340.89,22697.11,22098.98,0,18.7,-2.64,3.0
CLI-0924,Agriculture,18154905.73,13791.38,13393.51,0,28.4,-2.88,1.0
CLI-0925,Retail,12823715.28,17825.95,29263.46,1,25.1,64.16,72.0
CLI-0926,Retail,11676171.67,41894.02,41919.34,0,11.1,0.06,4.0
CLI-0927,Energy,21680133.12,46838.74,45257.98,0,14.1,-3.37,2.0
CLI-0928,Manufacturing,10557519.61,10100.92,10565.31,0,18.4,4.6,0.0
CLI-0929,Logistics,43068873.79,19252.94,19929.84,0,14.4,3.52,0.0
CLI-0930,Agriculture,8426048.9,46502.9,48194.63,0,10.0,3.64,0.0
CLI-0931,Energy,33018217.05,4028.61,3991.05,0,28.3,-0.93,5.0
CLI-0932,Logistics,59818326.96,5525.67,5670.64,0,26.9,2.62,10.0
CLI-0933,Energy,49768364.82,8976.76,8657.08,0,24.8,-3.56,3.0
CLI-0934,Retail,38837069.1,30165.43,28683.16,0,13.4,-4.91,0.0
CLI-0935,Agriculture,21843949.14,8373.14,7971.21,0,12.4,-4.8,3.0
CLI-0936,Logistics,39314271.0,48435.74,48855.2,0,11.4,0.87,0.0
CLI-0937,Logistics,33987280.52,22889.01,22786.91,0,24.5,-0.45,2.0
CLI-0938,Logistics,28434586.11,25574.38,38638.01,1,33.7,51.08,100.0
CLI-0939,Logistics,12189070.72,13086.27,19022.36,1,30.8,45.36,98.0
CLI-0940,Logistics,53763231.84,24077.05,23939.07,0,12.4,-0.57,2.0
CLI-0941,Energy,29738155.69,33433.77,54809.03,1,27.6,63.93,67.0
CLI-0942,Agriculture,15704238.15,37807.68,38991.6,0,17.0,3.13,0.0
CLI-0943,Retail,25226764.3,37939.54,58922.33,1,24.6,55.31,72.0
CLI-0944,Retail,27777136.39,29316.66,28544.81,0,22.4,-2.63,1.0
CLI-0945,Retail,50514584.26,45313.63,45893.78,0,24.4,1.28,1.0
CLI-0946,Retail,45348790.93,41052.98,42407.48,0,12.2,3.3,0.0
CLI-0947,Energy,47311769.15,38095.36,37773.94,0,10.7,-0.84,0.0
CLI-0948,Manufacturing,5606719.54,3724.67,3634.64,0,29.9,-2.42,24.0
CLI-0949,Agriculture,27888469.9,1337.02,1386.09,0,14.7,3.67,5.0
CLI-0950,Logistics,31473928.34,11409.92,11603.05,0,11.1,1.69,2.0
CLI-0951,Manufacturing,6055575.23,33512.66,33338.68,0,13.8,-0.52,0.0
CLI-0952,Retail,19289726.48,21148.68,21123.09,0,10.8,-0.12,0.0
CLI-0953,Manufacturing,46815940.27,20717.91,20105.19,0,17.8,-2.96,1.0
CLI-0954,Agriculture,12541033.82,44344.76,44907.06,0,26.0,1.27,2.0
CLI-0955,Logistics,34442057.23,44882.58,44248.58,0,16.8,-1.41,1.0
CLI-0956,Logistics,16836102.96,45549.59,47807.23,0,18.9,4.96,0.0
CLI-0957,Agriculture,5666642.61,16380.03,16347.57,0,23.5,-0.2,1.0
CLI-0958,Agriculture,18266080.17,34861.73,34812.52,0,20.2,-0.14,0.0
CLI-0959,Retail,58673056.52,14310.03,22030.45,1,41.4,53.95,97.0
CLI-0960,Logistics,49084541.15,10339.88,10650.92,0,27.3,3.01,3.0
CLI-0961,Manufacturing,57776715.44,10046.99,9997.89,0,10.2,-0.49,0.0
CLI-0962,Energy,31831972.42,17763.27,28975.79,1,36.4,63.12,99.0
CLI-0963,Energy,11035490.93,22067.92,22051.08,0,19.2,-0.08,0.0
CLI-0964,Agriculture,35137771.89,41716.51,40432.96,0,29.8,-3.08,1.0
CLI-0965,Retail,29990753.4,6874.66,6849.87,0,19.7,-0.36,2.0
CLI-0966,Energy,51439639.55,37011.37,36070.61,0,29.7,-2.54,7.0
CLI-0967,Logistics,10394541.94,27041.29,28163.08,0,25.1,4.15,4.0
CLI-0968,Agriculture,31853262.54,15109.32,14860.63,0,15.0,-1.65,0.0
CLI-0969,Manufacturing,13252676.56,25148.16,26285.52,0,20.8,4.52,3.0
CLI-0970,Agriculture,22857175.98,15697.16,23857.06,1,41.2,51.98,98.0
CLI-0971,Manufacturing,45554639.26,30208.02,30337.73,0,27.2,0.43,5.0
CLI-0972,Agriculture,31180997.12,22258.35,21433.41,0,11.9,-3.71,2.0
